uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253715183904	0.00669649713812	0.00860433413588	0.0408723051727	0.000581083497229	0.4	0.125	0.75	0.178403755869
1392518336	0.000287864526192	0.00285676254057	0.0175201825855	0.0137607386053	0.00245843018058	0.7	0.125	0.666666666667	0.746478873239
361208576	0.000152469598668	0.00196935721136	0.00712395999175	0.00218555160756	0.000625782227785	0.5	0.25	0.416666666667	0.605633802817
1535215357	0.000571400262517	0.00831430531522	0.170694404458	0.1688601994	0.00151975683891	0.7	0.0	0.666666666667	0.107981220657
4396196375	0.000299648454165	0.00331070449744	0.0335690730769	0.0518441190273	0.00167620239585	0.9	0.0	0.833333333333	0.746478873239
17938477	8.03231008757e-05	0.00170654871002	0.00496515671531	0.0154099585301	0.00125156445557	0.2	0.25	1.0	0.18779342723
720288026681716737	1.73151594702e-05	0.000238916819403	0.00869969566051	7.08724009462e-05	0.00194439477919	1.0	0.125	0.75	0.403755868545
174004739	8.80187273069e-05	0.00640979695483	0.0512263946169	0.254604311724	0.000625782227785	0.4	0.0	0.75	0.0
53783678	0.000183492592719	0.00369979760332	0.0358477594129	0.133759206229	0.00118451635974	0.3	0.25	0.5	0.568075117371
257662370	0.000184695034349	0.00470324824481	0.0174829461807	0.0180418147166	0.000648131593063	0.5	0.25	0.916666666667	0.413145539906
4795355113	6.87796612289e-05	0.00138571755254	0.000703858872209	0.000798751113367	0.000178794922224	1.0	0.25	0.916666666667	0.75117370892
1633971270	2.74156691612e-05	0.000201372747782	0.00696502411738	0.0113549079138	4.46987305561e-05	0.7	0.125	0.833333333333	0.37558685446
2803810119	1.39483229066e-05	0.00110584356409	0.00358286871079	0.0157375039507	6.70480958341e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0114029944644	0.0827573731437	0.0113343983551	0.00380029306696	0.00527445020561	0.7	0.0	0.916666666667	0.600938967136
102071251	8.36899374394e-05	0.00266904218247	0.00514770591959	0.00132742091502	0.000491686036117	0.4	0.125	0.25	0.488262910798
3358825450	8.22470074835e-05	0.000460768151705	0.00412506709364	0.020420828824	0.0	0.9	0.0	0.75	0.0892018779343
555940842	0.000104371933473	0.00141643542932	0.0385215149223	0.0237173532031	0.00011174682639	0.6	0.0	0.75	0.276995305164
2469354073	2.06819960339e-05	0.000153589383902	0.000133506134471	3.44784653252e-05	0.000268192383336	0.8	0.125	1.0	0.0
360464656	9.54738654122e-05	0.00281921846895	0.0744146845849	0.02512139293	0.000312891113892	0.5	0.125	0.75	0.69014084507
77243076	2.16439493378e-05	0.000645075412387	0.0111881773506	7.66188118338e-06	0.00022349365278	0.3	0.25	0.75	0.239436619718
1731752761	3.60732488963e-06	0.000139936994222	4.26856348308e-05	0.000116843688047	0.0	0.7	0.0	0.666666666667	0.173708920188
2330149164	0.000105093398451	0.00161098198226	0.0232518643178	0.00278126286957	0.000268192383336	0.8	0.0	0.666666666667	0.112676056338
2830586398	4.11235037418e-05	0.00135841277318	0.00107803933073	0.00134849108827	6.70480958341e-05	0.8	0.25	1.0	0.389671361502
443273019	5.31479200405e-05	0.000576813463987	0.00979408268117	0.00500320841275	2.2349365278e-05	0.5	0.125	0.666666666667	0.68544600939
2591381383	0.00142801967964	0.00605824792057	0.00301614879304	0.000346700123548	0.00811281959592	0.8	0.25	1.0	0.732394366197
1093716612	3.77566671781e-05	0.00083962196533	0.00272552319419	0.00152854529608	0.000156445556946	0.7	0.125	1.0	0.342723004695
36620392	0.000128901742723	0.00424930628795	0.0292342106291	0.00988765766715	0.000670480958341	0.3	0.125	0.833333333333	0.140845070423
3437626995	4.08830154158e-06	0.000143350091642	5.99415297623e-05	2.29856435501e-05	0.0	0.9	0.0	1.0	0.103286384977
387962514	0.000129142231049	0.0129253999297	0.0012369752051	0.0057176788331	0.000201144287502	0.5	0.125	1.0	0.553990610329
2938363689	1.58722295144e-05	0.000477833638806	0.000412325068365	1.14928217751e-05	6.70480958341e-05	0.8	0.0	0.666666666667	0.75117370892
20930398	0.000250588835666	0.00515719020168	0.0716110557611	0.000904101979639	0.00326300733059	0.3	0.125	0.166666666667	0.661971830986
143697407	0.000114472443164	0.000146763189062	0.0215280912346	0.0118797467748	0.000134096191668	0.4	0.125	0.583333333333	0.0
2291500309	1.20244162988e-06	0.000105806020021	7.26563997119e-06	1.91547029584e-06	0.0	0.8	0.125	0.75	0.107981220657
352663209	4.8819130173e-05	0.000539269392366	0.00951980477225	0.00423510482411	4.46987305561e-05	0.5	0.0	0.5	0.169014084507
14616266	0.000626953065817	0.0110174784719	0.0836547622183	0.020660262611	0.00920793849455	0.2	0.0	0.75	0.746478873239
2277153890	0.000182049662763	0.00317418060064	0.00539201306362	0.00733625123308	0.00176559985696	0.8	0.125	0.666666666667	0.474178403756
455246957	8.56138440472e-05	0.00156319861838	0.00806031934304	0.0219014873627	0.000648131593063	0.6	0.0	0.25	0.713615023474
1400974436	0.000111105606601	0.00291478519671	0.0033294795168	0.00694549529273	0.000178794922224	0.7	0.125	1.0	0.356807511737
449119247	0.000157279365188	0.00100686373891	0.0374979678913	0.0730081503261	0.000849275880565	0.5	0.125	0.916666666667	0.572769953052
330816423	5.98815931678e-05	0.00204785845202	0.00815931368765	0.00509515098695	6.70480958341e-05	0.5	0.125	0.5	0.600938967136
29204608	9.45119121083e-05	0.00411619548857	0.00877326026521	0.0099546991275	0.000178794922224	0.3	0.125	0.833333333333	0.0
2733660094	3.15039707028e-05	0.00113656144087	0.000909113201395	0.00769444417841	2.2349365278e-05	0.8	0.125	0.916666666667	0.474178403756
4756963587	1.58722295144e-05	0.000143350091642	0.00248575707514	0.00877093848467	0.00011174682639	1.0	0.125	0.833333333333	0.0
22045364	7.69562643121e-05	0.000788425504029	0.00180914435283	0.00263951806767	0.000379939209726	0.3	0.125	0.666666666667	0.568075117371
4136625193	8.6816285677e-05	0.00307861387288	0.000149853824406	0.000166645915738	4.46987305561e-05	0.9	0.125	0.916666666667	0.694835680751
